primary_fabric,secondary_fabric,cmt,embellishments,trims,compliance,quantity,rejection_factor,markup_pct,base_cost,material_ratio,labor_intensity,embellishment_complexity,order_scale,formula_per_piece,actual_per_piece,formula_total,actual_total
215.77,5.1,50.56,28.97,51.03,18.63,5865,1.063,41.2,370.06,0.5968,0.1366,0.0783,8.6769,555.44,549.85,3257677.75,3224849.85
112.58,113.07,176.22,48.21,37.93,24.0,8174,1.04,40.3,512.01,0.4407,0.3442,0.0942,9.0088,747.08,756.99,6106664.87,6187625.92
27.21,84.81,76.49,67.76,22.81,14.43,2847,1.027,35.9,293.51,0.3817,0.2606,0.2309,7.9544,409.65,425.53,1166273.13,1211491.61
90.83,101.95,111.32,66.36,55.07,26.88,3304,1.114,28.7,452.41,0.4261,0.2461,0.1467,8.1032,648.63,685.68,2143068.1,2265500.07
181.2,28.68,88.78,14.68,8.28,21.07,361,1.132,24.4,342.69,0.6124,0.2591,0.0428,5.8916,482.58,509.31,174210.95,183862.35
102.51,88.66,88.53,69.42,18.67,28.87,8277,1.061,42.4,396.66,0.4819,0.2232,0.175,9.0214,599.3,614.21,4960400.42,5083844.35
271.08,79.25,83.66,3.15,42.15,32.5,104,1.009,37.5,511.79,0.6845,0.1635,0.0062,4.654,710.04,742.44,73844.64,77213.43
309.88,107.84,23.2,23.31,17.32,13.42,7202,1.135,6.2,494.97,0.8439,0.0469,0.0471,8.8823,596.62,596.15,4296871.56,4293477.1
335.39,98.13,40.34,58.2,27.4,13.17,2761,1.049,19.6,572.63,0.7571,0.0704,0.1016,7.9237,718.42,774.04,1983568.36,2137115.87
289.4,77.36,126.26,3.64,30.2,32.08,2693,1.038,33.0,558.94,0.6562,0.2259,0.0065,7.8988,771.64,775.16,2078023.9,2087505.49
48.3,52.23,27.58,6.78,54.81,30.86,2606,1.028,25.5,220.56,0.4558,0.125,0.0307,7.866,284.55,304.93,741545.84,794657.84
320.02,39.74,126.79,38.07,52.61,19.86,9426,1.086,22.9,597.09,0.6025,0.2123,0.0638,9.1513,796.93,806.63,7511885.18,7603297.47
303.75,50.77,52.07,25.38,49.96,4.53,1386,1.101,40.6,486.46,0.7288,0.107,0.0522,7.2349,753.04,801.16,1043717.6,1110401.81
229.82,103.98,117.08,69.48,15.11,17.33,9823,1.138,37.3,552.8,0.6038,0.2118,0.1257,9.1926,863.74,907.42,8484475.07,8913622.23
195.23,25.52,98.31,22.81,15.59,19.05,1547,1.116,30.8,376.51,0.5863,0.2611,0.0606,7.3447,549.6,595.69,850234.59,921530.44
43.57,50.39,81.02,12.96,21.24,8.77,6529,1.075,15.4,217.95,0.4311,0.3717,0.0595,8.7842,270.38,270.86,1765297.13,1768470.89
229.28,31.76,61.94,10.95,42.94,34.55,8161,1.052,30.8,411.42,0.6345,0.1506,0.0266,9.0072,566.12,559.82,4620109.42,4568724.34
68.23,32.46,113.93,19.45,33.75,38.6,5855,1.058,17.7,306.42,0.3286,0.3718,0.0635,8.6752,381.57,407.8,2234118.16,2387696.74
81.9,48.2,102.2,12.2,23.32,35.53,2747,1.069,14.6,303.35,0.4289,0.3369,0.0402,7.9186,371.63,386.43,1020857.17,1061513.01
224.65,72.61,103.89,74.66,57.91,24.23,9265,1.138,20.0,557.95,0.5328,0.1862,0.1338,9.1341,761.94,762.42,7059341.86,7063786.45
266.49,31.62,24.12,51.87,10.93,34.39,6390,1.026,30.5,419.42,0.7108,0.0575,0.1237,8.7626,561.57,569.21,3588457.99,3637252.84
305.82,102.07,122.76,39.88,33.55,26.06,4710,1.067,32.3,630.14,0.6473,0.1948,0.0633,8.4577,889.53,944.95,4189693.18,4450705.46
149.62,44.22,73.97,5.35,36.81,15.96,3467,1.141,19.4,325.93,0.5947,0.227,0.0164,8.1513,444.03,473.34,1539459.08,1641083.0
349.41,89.66,73.52,41.51,12.2,6.41,427,1.035,5.3,572.71,0.7667,0.1284,0.0725,6.0591,624.17,677.29,266520.96,289203.43
127.26,71.41,177.17,22.83,35.01,33.35,105,1.015,6.3,467.03,0.4254,0.3794,0.0489,4.6634,503.9,558.26,52909.47,58617.15
189.71,44.8,35.09,70.56,17.09,13.7,7463,1.094,28.1,370.95,0.6322,0.0946,0.1902,8.9178,519.85,540.35,3879674.31,4032661.56
45.95,4.15,123.92,57.97,5.79,8.44,989,1.142,40.3,246.22,0.2035,0.5033,0.2354,6.8977,394.5,425.11,390160.58,420429.53
277.85,20.51,157.57,12.53,21.26,33.13,4708,1.002,44.6,522.85,0.5706,0.3014,0.024,8.4572,757.55,789.69,3566560.38,3717844.44
292.75,38.45,118.84,56.1,15.07,25.05,4635,1.087,20.7,546.26,0.6063,0.2176,0.1027,8.4416,716.7,716.95,3321895.4,3323041.37
188.13,67.08,177.21,25.02,28.31,30.04,1018,1.067,29.1,515.79,0.4948,0.3436,0.0485,6.9266,710.5,733.54,723288.16,746748.51
92.44,94.75,94.78,34.35,38.47,38.83,2243,1.102,14.6,393.62,0.4756,0.2408,0.0873,7.716,497.1,544.79,1114994.29,1221974.96
203.52,62.0,108.85,42.05,20.42,14.77,6274,1.053,41.3,451.61,0.5879,0.241,0.0931,8.7443,671.95,709.8,4215786.39,4453263.82
220.0,97.99,135.52,59.21,59.46,9.27,747,1.034,6.1,581.45,0.5469,0.2331,0.1018,6.6174,637.89,652.45,476506.58,487378.0
289.04,119.37,131.63,75.66,5.97,21.01,2598,1.055,26.3,642.68,0.6355,0.2048,0.1177,7.8629,856.35,913.68,2224793.68,2373732.32
198.44,96.16,92.79,35.46,21.3,22.41,7714,1.14,44.8,466.56,0.6314,0.1989,0.076,8.9509,770.16,783.16,5941013.65,6041278.36
119.39,16.45,84.57,64.28,5.43,36.23,763,1.047,43.8,326.35,0.4162,0.2591,0.197,6.6386,491.35,516.01,374898.52,393717.35
60.85,4.04,87.81,32.59,46.75,16.38,3971,1.128,32.9,248.42,0.2612,0.3535,0.1312,8.287,372.41,383.89,1478837.74,1524420.4
136.33,88.37,74.28,76.64,48.91,3.06,6811,1.092,41.9,427.59,0.5255,0.1737,0.1792,8.8264,662.57,697.24,4512772.64,4748915.53
307.8,15.72,20.03,31.38,37.79,5.79,5060,1.072,8.6,418.51,0.773,0.0479,0.075,8.5293,487.23,521.29,2465363.53,2637742.73
170.31,4.04,63.33,44.82,32.99,19.56,3576,1.088,34.5,335.05,0.5204,0.189,0.1338,8.1823,490.3,524.69,1753308.39,1876306.21
305.41,40.71,49.68,50.17,40.44,23.31,6036,1.017,31.8,509.72,0.679,0.0975,0.0984,8.7057,683.23,708.3,4123986.82,4275317.61
131.34,88.75,35.63,64.01,38.06,19.02,515,1.041,26.7,376.81,0.5841,0.0946,0.1699,6.2461,496.99,529.71,255951.1,272798.39
272.02,24.14,36.42,53.87,11.36,12.64,2186,1.098,13.5,410.45,0.7215,0.0887,0.1312,7.6903,511.52,540.97,1118172.02,1182566.93
67.4,55.56,166.84,36.86,18.28,17.67,4547,1.131,36.2,362.61,0.3391,0.4601,0.1017,8.4224,558.57,581.22,2539828.8,2642795.99
167.7,33.53,125.16,59.17,12.15,5.34,2717,1.011,37.9,403.05,0.4993,0.3105,0.1468,7.9077,561.92,588.55,1526736.14,1599081.1
109.56,107.73,97.87,49.85,29.69,9.68,5837,1.024,34.7,404.38,0.5373,0.242,0.1233,8.6721,557.77,583.61,3255719.0,3406524.6
129.92,55.31,117.29,24.96,34.92,17.7,6140,1.057,9.5,380.1,0.4873,0.3086,0.0657,8.7227,439.93,439.54,2701191.33,2698765.89
182.35,31.75,169.44,67.75,23.01,26.63,3503,1.119,32.2,500.93,0.4274,0.3383,0.1352,8.1617,741.03,768.14,2595844.78,2690799.25
255.91,115.45,82.27,79.67,46.0,30.11,4688,1.035,17.3,609.41,0.6094,0.135,0.1307,8.453,739.86,770.83,3468450.82,3613663.55
185.69,38.6,159.03,12.65,11.51,20.5,8680,1.029,8.5,427.98,0.5241,0.3716,0.0296,9.0689,477.82,468.5,4147518.32,4066602.4
277.41,29.05,72.03,71.38,9.11,11.88,1468,1.071,40.1,470.86,0.6509,0.153,0.1516,7.2923,706.51,737.11,1037159.29,1082073.57
83.38,3.83,39.53,72.77,18.43,11.77,1960,1.098,30.4,229.71,0.3797,0.1721,0.3168,7.5812,328.9,359.92,644638.0,705448.97
83.74,118.35,38.34,69.33,18.89,36.58,3978,1.05,44.4,365.23,0.5533,0.105,0.1898,8.2888,553.76,586.76,2202864.15,2334135.02
46.64,111.69,120.07,61.12,45.03,12.23,4791,1.039,21.7,396.78,0.399,0.3026,0.154,8.4747,501.71,501.98,2403710.0,2404992.67
313.62,86.22,110.52,50.19,40.51,18.54,8360,1.013,13.0,619.6,0.6453,0.1784,0.081,9.0313,709.25,708.69,5929329.36,5924627.88
50.06,28.28,137.85,45.06,5.22,13.27,5993,1.019,41.2,279.74,0.28,0.4928,0.1611,8.6985,402.5,409.2,2412168.98,2452331.47
96.87,10.77,121.42,62.2,29.73,36.87,8043,1.11,10.5,357.86,0.3008,0.3393,0.1738,8.9927,438.93,445.9,3530339.59,3586397.16
326.91,110.17,177.84,59.9,49.95,6.62,7383,1.136,43.8,731.39,0.5976,0.2432,0.0819,8.9071,1194.78,1220.26,8821026.04,9009207.66
237.25,69.84,107.23,51.38,15.61,11.23,1133,1.025,40.9,492.54,0.6235,0.2177,0.1043,7.0335,711.34,740.71,805946.61,839219.49
197.73,10.0,139.77,2.05,41.0,10.61,3408,1.114,21.6,401.16,0.5178,0.3484,0.0051,8.1342,543.42,588.67,1851978.64,2006190.25
217.81,31.56,16.34,11.84,29.16,18.36,6315,1.111,22.6,325.07,0.7671,0.0503,0.0364,8.7508,442.77,441.6,2796113.36,2788697.57
278.75,51.41,166.94,41.88,25.63,37.17,5203,1.01,44.4,601.78,0.5486,0.2774,0.0696,8.5572,877.66,885.31,4566465.1,4606276.23
248.52,118.36,89.52,41.2,48.88,38.18,2022,1.02,19.2,584.66,0.6275,0.1531,0.0705,7.6123,710.85,741.42,1437344.8,1499153.8
143.58,68.05,75.77,58.91,54.08,10.97,7581,1.061,29.0,411.36,0.5145,0.1842,0.1432,8.9335,563.02,588.24,4268287.36,4459483.42
175.91,55.97,155.31,66.11,55.61,29.25,8392,1.117,13.1,538.16,0.4309,0.2886,0.1228,9.0352,679.87,702.06,5705486.31,5891651.53
275.18,107.89,66.59,6.79,52.37,4.34,4288,1.053,8.6,513.16,0.7465,0.1298,0.0132,8.3638,586.83,633.49,2516319.42,2716399.22
274.6,7.29,151.04,29.53,58.02,7.47,8330,1.0,16.9,527.95,0.5339,0.2861,0.0559,9.0277,617.17,645.1,5141055.67,5373697.14
291.24,97.08,171.75,7.29,41.21,20.83,5433,1.059,23.3,629.4,0.617,0.2729,0.0116,8.6004,821.84,832.21,4465041.3,4521405.16
238.84,113.53,163.04,25.65,41.32,14.19,5407,1.12,13.1,596.57,0.5907,0.2733,0.043,8.5956,755.69,758.79,4086000.42,4102755.31
221.79,90.51,145.47,57.1,51.85,27.53,9003,1.065,18.8,594.25,0.5255,0.2448,0.0961,9.1054,751.86,766.86,6768968.44,6904062.52
171.95,87.87,36.92,30.34,57.35,2.35,7662,1.079,17.7,386.78,0.6718,0.0955,0.0784,8.9442,491.2,484.75,3763605.24,3714186.08
99.28,50.01,154.65,78.24,34.81,3.74,9159,1.089,43.8,420.73,0.3548,0.3676,0.186,9.1226,658.86,677.15,6034458.5,6202045.12
213.74,36.6,159.07,0.72,5.76,30.34,5144,1.075,31.7,446.23,0.561,0.3565,0.0016,8.5458,631.76,657.75,3249780.02,3383454.61
187.55,65.04,117.64,46.75,25.81,29.19,1067,1.024,37.1,471.98,0.5352,0.2492,0.0991,6.9735,662.61,709.39,707009.79,756922.0
130.25,5.2,23.88,63.63,13.34,8.69,151,1.12,25.5,244.99,0.5529,0.0975,0.2597,5.0239,344.36,366.46,51998.05,55335.42
250.44,82.85,132.35,20.05,21.91,34.45,6849,1.114,9.0,542.05,0.6149,0.2442,0.037,8.832,658.19,668.24,4507940.8,4576763.85
108.69,107.67,127.72,33.16,28.24,4.3,1919,1.131,40.3,409.78,0.528,0.3117,0.0809,7.5601,650.24,691.17,1247802.95,1326364.77
184.82,4.95,147.42,3.09,45.68,30.74,117,1.05,31.3,416.7,0.4554,0.3538,0.0074,4.7707,574.48,603.35,67214.56,70592.43
292.69,45.39,76.29,79.89,31.23,27.37,9545,1.112,30.9,552.86,0.6115,0.138,0.1445,9.1639,804.75,801.92,7681314.3,7654279.27
165.38,31.2,68.71,68.1,13.11,10.03,3092,1.054,42.5,356.53,0.5514,0.1927,0.191,8.0369,535.49,541.64,1655735.8,1674738.44
174.75,89.17,89.12,60.62,43.67,37.15,1269,1.143,6.2,494.48,0.5337,0.1802,0.1226,7.1468,600.23,626.62,761694.99,795178.19
272.41,14.54,146.38,14.46,59.64,19.24,6125,1.094,36.5,526.67,0.5448,0.2779,0.0275,8.7203,786.48,831.14,4817199.66,5090751.1
298.52,116.6,40.84,27.84,15.94,2.31,4678,1.026,13.4,502.05,0.8268,0.0813,0.0555,8.4508,584.13,578.84,2732546.77,2707803.74
309.52,104.07,55.23,43.99,15.51,25.17,4318,1.096,12.2,553.49,0.7472,0.0998,0.0795,8.3708,680.63,684.91,2938974.57,2957451.98
276.47,65.14,22.55,22.66,53.93,35.08,9347,1.116,43.9,475.83,0.7179,0.0474,0.0476,9.1429,764.15,784.67,7142480.3,7334311.16
320.96,111.5,146.23,26.64,56.21,35.31,5297,1.086,9.4,696.85,0.6206,0.2098,0.0382,8.5751,827.92,847.3,4385472.83,4488167.09
113.79,40.29,130.65,7.82,57.12,38.69,8056,1.104,35.3,388.36,0.3967,0.3364,0.0201,8.9943,580.1,587.01,4673269.43,4728925.52
229.38,10.42,167.19,20.05,7.4,13.92,7683,1.028,41.3,448.36,0.5348,0.3729,0.0447,8.9469,651.27,684.89,5003719.66,5262040.28
81.3,108.47,39.73,27.59,22.92,17.41,7535,1.031,33.6,297.42,0.6381,0.1336,0.0928,8.9274,409.67,426.39,3086871.49,3212848.95
281.9,34.89,106.12,29.0,37.06,14.39,7061,1.06,23.0,503.36,0.6294,0.2108,0.0576,8.8625,656.28,678.15,4633998.5,4788445.31
176.46,64.76,178.64,43.68,30.84,39.96,5131,1.095,24.8,534.34,0.4514,0.3343,0.0817,8.5433,730.21,747.63,3746695.56,3836072.76
125.85,92.18,147.7,74.7,39.3,21.05,2513,1.104,43.5,500.78,0.4354,0.2949,0.1492,7.8296,793.36,829.24,1993702.89,2083883.19
218.89,19.76,170.96,65.84,30.26,10.64,9654,1.051,37.4,516.35,0.4622,0.3311,0.1275,9.1752,745.65,780.98,7198482.03,7539621.32
259.98,117.11,56.42,13.83,40.8,31.81,218,1.139,8.2,519.95,0.7252,0.1085,0.0266,5.3891,640.79,690.15,139691.2,150451.94
23.38,100.03,108.82,14.47,41.56,14.57,7081,1.107,44.4,302.83,0.4075,0.3593,0.0478,8.8653,484.08,472.43,3427743.41,3345254.17
114.98,6.75,121.12,12.35,17.76,32.68,793,1.128,13.5,305.64,0.3983,0.3963,0.0404,6.6771,391.3,413.48,310304.69,327889.14
236.94,22.32,97.09,68.32,20.61,14.26,9414,1.094,23.8,459.54,0.5642,0.2113,0.1487,9.1501,622.39,638.92,5859161.66,6014757.36
178.17,98.94,94.38,70.87,23.76,21.65,2895,1.091,21.5,487.77,0.5681,0.1935,0.1453,7.9711,646.57,695.47,1871822.58,2013395.89
312.1,100.23,177.95,75.82,39.52,11.29,9541,1.101,11.5,716.91,0.5751,0.2482,0.1058,9.1635,880.09,908.37,8396933.63,8666757.06
300.15,15.32,131.03,42.38,29.18,23.72,3576,1.117,19.0,541.78,0.5823,0.2419,0.0782,8.1823,720.15,772.81,2575257.22,2763569.93
300.76,13.13,66.49,20.91,16.56,16.17,5852,1.054,15.9,434.02,0.7232,0.1532,0.0482,8.6747,530.19,545.43,3102688.01,3191852.64
268.17,15.32,36.89,52.78,27.95,23.66,9444,1.001,21.5,424.77,0.6674,0.0868,0.1243,9.1532,516.61,507.23,4878880.38,4790326.36
312.29,10.46,43.16,20.39,43.45,12.23,3410,1.099,33.1,441.98,0.7302,0.0977,0.0461,8.1348,646.51,684.69,2204614.93,2334780.36
332.54,73.07,37.05,17.17,41.77,28.56,8224,1.092,23.1,530.16,0.7651,0.0699,0.0324,9.0149,712.67,691.34,5860986.9,5685581.7
313.32,34.7,87.31,6.49,30.46,7.31,5758,1.069,44.6,479.59,0.7257,0.1821,0.0135,8.6585,741.34,742.71,4268622.78,4276514.48
295.77,7.43,138.0,58.49,39.31,11.56,4342,1.123,35.6,550.56,0.5507,0.2507,0.1062,8.3763,838.39,874.79,3640272.71,3798335.26
264.63,92.54,22.69,17.09,57.92,30.42,8166,1.008,39.9,485.29,0.736,0.0468,0.0352,9.0079,684.35,712.16,5588419.05,5815536.16
33.25,71.5,148.87,13.47,7.73,9.16,6473,1.019,31.7,283.98,0.3689,0.5242,0.0474,8.7755,381.11,386.12,2466910.09,2499338.05
108.91,28.31,159.09,26.13,45.69,18.84,561,1.0,17.5,386.97,0.3546,0.4111,0.0675,6.3315,454.69,490.28,255080.95,275046.48
239.34,3.28,103.25,50.59,57.47,35.23,5537,1.148,17.2,489.16,0.496,0.2111,0.1034,8.6194,658.14,663.38,3644139.21,3673162.07
199.8,5.45,57.43,0.91,45.94,37.35,3033,1.056,42.3,346.88,0.5917,0.1656,0.0026,8.0176,521.25,552.4,1580958.57,1675418.7
229.34,57.24,17.99,74.5,54.33,7.0,5296,1.09,24.3,440.4,0.6507,0.0408,0.1692,8.5749,596.68,644.43,3160042.43,3412890.73
269.14,43.88,162.55,66.31,39.89,28.78,9687,1.006,31.8,610.55,0.5127,0.2662,0.1086,9.1786,809.53,820.87,7841947.42,7951748.06
288.01,43.09,165.63,47.42,56.04,29.9,8350,1.115,38.7,630.09,0.5255,0.2629,0.0753,9.0301,974.44,985.85,8136551.75,8231870.02
209.3,68.26,166.81,51.28,35.0,2.21,7662,1.075,11.3,532.86,0.5209,0.313,0.0962,8.9442,637.55,621.51,4884936.21,4762037.62
334.28,100.22,54.07,22.71,53.58,38.26,308,1.113,15.3,603.12,0.7204,0.0897,0.0377,5.7333,773.98,838.37,238385.0,258218.61
100.65,108.72,112.76,71.61,7.62,5.43,9031,1.031,29.6,406.79,0.5147,0.2772,0.176,9.1085,543.54,542.09,4908737.15,4895634.11
337.2,28.56,92.89,62.2,15.77,32.45,6223,1.098,31.6,569.07,0.6427,0.1632,0.1093,8.7362,822.29,800.05,5117097.85,4978686.09
23.57,115.33,137.08,22.66,11.89,17.14,7776,1.115,33.6,327.67,0.4239,0.4183,0.0692,8.9589,488.11,495.65,3795545.99,3854188.13
282.9,21.48,33.98,59.33,38.18,3.31,2033,1.096,28.4,439.18,0.6931,0.0774,0.1351,7.6178,618.04,650.11,1256479.8,1321680.21
323.31,1.6,118.57,18.73,20.8,28.21,1917,1.063,34.0,511.22,0.6356,0.2319,0.0366,7.559,728.19,755.99,1395944.05,1449226.51
59.04,26.65,133.34,13.28,5.01,35.56,9637,1.11,22.9,272.88,0.314,0.4886,0.0487,9.1735,372.26,382.22,3587471.23,3683438.57
33.91,46.63,67.64,73.07,25.26,35.65,2929,1.03,24.6,282.16,0.2854,0.2397,0.259,7.9828,362.12,388.83,1060645.09,1138886.02
81.5,93.16,137.12,60.67,7.06,9.52,342,1.097,19.7,389.03,0.449,0.3525,0.156,5.8377,510.84,551.32,174706.87,188552.43
137.97,79.6,174.43,36.89,9.02,23.71,3262,1.096,26.7,461.62,0.4713,0.3779,0.0799,8.0904,641.02,679.85,2091008.23,2217682.72
239.59,116.15,118.69,64.37,33.13,32.0,299,1.107,12.9,603.93,0.589,0.1965,0.1066,5.7038,754.79,780.72,225683.26,233435.44
86.64,30.81,72.6,65.12,35.24,32.75,2679,1.077,27.8,323.16,0.3634,0.2247,0.2015,7.8936,444.8,456.15,1191617.49,1222026.81
308.94,51.13,63.05,37.71,53.95,30.29,3259,1.017,13.2,545.07,0.6606,0.1157,0.0692,8.0895,627.51,660.83,2045050.42,2153643.13
125.31,41.13,158.99,35.59,49.77,15.46,7680,1.068,44.4,426.25,0.3905,0.373,0.0835,8.9465,657.36,668.05,5048519.73,5130638.24
162.41,61.25,113.52,23.14,59.87,35.47,3021,1.006,44.0,455.66,0.4908,0.2491,0.0508,8.0137,660.09,681.36,1994123.74,2058381.2
53.29,96.75,65.73,8.45,16.96,11.1,9278,1.14,36.2,252.28,0.5947,0.2605,0.0335,9.1355,391.71,406.38,3634286.4,3770429.33
246.76,12.34,171.63,67.18,40.0,9.27,4448,1.096,21.5,547.18,0.4735,0.3137,0.1228,8.4004,728.65,764.6,3241020.86,3400935.84
257.21,28.44,49.45,23.82,54.21,34.57,3039,1.096,41.1,447.7,0.638,0.1105,0.0532,8.0196,692.35,725.67,2104046.64,2205304.86
112.46,88.46,94.94,26.01,11.82,22.38,9304,1.137,37.7,356.07,0.5643,0.2666,0.073,9.1383,557.48,564.42,5186799.87,5251402.58
26.03,44.7,129.28,43.59,10.34,20.04,7166,1.104,7.9,273.98,0.2582,0.4719,0.1591,8.8772,326.37,347.68,2338762.83,2491478.97
56.21,40.51,151.13,25.73,28.12,28.27,8416,1.081,34.7,329.97,0.2931,0.458,0.078,9.038,480.47,493.16,4043649.21,4150419.17
92.73,32.65,103.69,11.9,13.07,21.49,4875,1.15,15.0,275.53,0.4551,0.3763,0.0432,8.4921,364.39,378.65,1776393.57,1845941.76
94.18,52.19,101.76,5.35,39.53,18.79,5381,1.136,41.2,311.8,0.4694,0.3264,0.0172,8.5908,500.14,500.84,2691238.15,2695043.33
222.19,60.88,124.2,36.0,12.26,13.76,2231,1.075,24.0,469.29,0.6032,0.2647,0.0767,7.7107,625.56,674.06,1395632.32,1503827.27
37.07,69.4,40.11,72.51,28.76,6.86,9129,1.119,25.4,254.71,0.418,0.1575,0.2847,9.1193,357.42,377.39,3262847.87,3445210.26
300.39,68.63,29.37,51.6,39.68,31.58,1920,1.134,42.2,521.25,0.708,0.0563,0.099,7.5606,840.54,880.93,1613838.04,1691389.17
118.18,85.57,44.52,20.68,47.28,29.47,9622,1.092,21.9,345.7,0.5894,0.1288,0.0598,9.1719,460.18,465.93,4427831.4,4483219.28
61.51,31.85,44.99,19.11,17.26,12.11,1639,1.049,43.5,186.83,0.4997,0.2408,0.1023,7.4025,281.24,299.15,460949.08,490304.81
257.64,42.79,102.06,53.41,36.13,30.17,3889,1.112,31.5,522.2,0.5753,0.1954,0.1023,8.2662,763.6,799.57,2969650.57,3109513.72
242.07,41.05,79.92,24.88,25.69,21.04,6697,1.086,43.7,434.65,0.6514,0.1839,0.0572,8.8096,678.31,667.65,4542621.75,4471282.77
299.14,106.08,43.39,32.13,37.1,14.02,5322,1.045,7.5,531.86,0.7619,0.0816,0.0604,8.5798,597.48,628.76,3179779.13,3346251.71
122.3,80.63,67.56,47.56,6.3,10.53,3583,1.102,28.0,334.88,0.606,0.2017,0.142,8.1842,472.37,484.21,1692495.74,1734926.06
48.59,4.76,58.48,17.84,32.19,21.33,9859,1.055,19.8,183.19,0.2912,0.3192,0.0974,9.1962,231.53,233.54,2282674.08,2302470.72
64.32,38.5,140.69,45.78,58.33,29.31,5717,1.026,38.2,376.93,0.2728,0.3733,0.1215,8.6514,534.46,551.58,3055514.16,3153366.88
205.73,64.59,146.23,25.47,9.05,26.98,7209,1.045,9.4,478.05,0.5655,0.3059,0.0533,8.8832,546.52,526.0,3939870.62,3791969.5
221.08,55.95,36.99,43.57,59.08,16.82,4141,1.125,43.3,433.49,0.6391,0.0853,0.1005,8.3289,698.84,709.99,2893896.71,2940067.12
310.76,70.24,115.64,19.87,31.2,7.82,2470,1.037,33.5,555.53,0.6858,0.2082,0.0358,7.8124,769.07,766.44,1899610.2,1893115.06
185.54,114.61,20.37,24.24,30.01,36.15,2174,1.049,17.3,410.92,0.7304,0.0496,0.059,7.6848,505.63,535.49,1099234.42,1164150.7
168.16,84.81,115.11,56.46,49.69,30.51,3323,1.033,28.2,504.74,0.5012,0.2281,0.1119,8.1089,668.43,724.01,2221193.59,2405880.98
272.4,40.84,47.68,2.58,13.12,32.27,4804,1.023,15.4,408.89,0.7661,0.1166,0.0063,8.4774,482.71,523.73,2318947.58,2515985.17
20.92,105.99,74.57,53.95,40.12,2.95,6340,1.029,44.9,298.5,0.4252,0.2498,0.1807,8.7548,445.07,463.03,2821742.33,2935600.4
330.25,67.77,133.14,49.4,58.02,35.52,1568,1.077,7.1,674.1,0.5904,0.1975,0.0733,7.3582,777.55,791.38,1219201.7,1240883.63
275.75,22.91,36.28,8.27,5.82,10.31,8853,1.104,35.3,359.34,0.8311,0.101,0.023,9.0886,536.75,543.79,4751851.91,4814133.68
294.49,67.51,31.22,58.86,20.66,30.58,1809,1.026,22.5,503.32,0.7192,0.062,0.1169,7.5011,632.6,672.99,1144369.32,1217444.86
268.4,8.92,62.06,36.55,57.53,13.41,143,1.097,7.8,446.87,0.6206,0.1389,0.0818,4.9698,528.45,559.85,75568.82,80058.84
124.94,30.68,85.96,46.13,50.04,10.04,7117,1.042,8.6,347.79,0.4475,0.2472,0.1326,8.8704,393.56,398.93,2800990.27,2839163.42
288.42,108.19,159.78,79.58,13.58,27.66,8907,1.113,17.9,677.21,0.5857,0.2359,0.1175,9.0947,888.65,866.84,7915234.47,7720941.74
214.46,22.6,134.83,57.18,11.34,31.42,517,1.031,43.7,471.83,0.5024,0.2858,0.1212,6.25,699.04,742.11,361402.81,383668.95
313.95,0.34,16.46,44.64,28.34,17.16,1442,1.016,20.3,420.89,0.7467,0.0391,0.1061,7.2745,514.43,546.49,741810.89,788034.49
220.71,70.38,177.09,72.18,9.89,5.95,9725,1.149,44.5,556.2,0.5234,0.3184,0.1298,9.1826,923.46,946.45,8980664.46,9204185.39
329.64,97.59,171.95,49.61,6.92,9.06,1899,1.146,30.3,664.77,0.6427,0.2587,0.0746,7.5496,992.66,1010.86,1885061.01,1919627.97
180.2,44.63,104.23,2.55,36.59,35.45,259,1.092,34.5,403.65,0.557,0.2582,0.0063,5.5607,592.86,618.98,153549.94,160315.98
319.14,111.88,55.85,71.84,51.64,24.34,5290,1.092,23.3,634.69,0.6791,0.088,0.1132,8.5738,854.57,892.25,4520672.47,4719982.19
287.71,82.01,144.23,21.01,49.06,3.37,2486,1.059,10.7,587.39,0.6294,0.2455,0.0358,7.8188,688.6,743.49,1711871.86,1848305.62
139.23,30.5,111.51,76.23,19.03,27.03,794,1.148,9.9,403.53,0.4206,0.2763,0.1889,6.6783,509.11,548.87,404236.86,435801.97
53.54,82.22,66.07,37.82,45.27,20.51,3452,1.101,42.9,305.43,0.4445,0.2163,0.1238,8.147,480.54,498.34,1658830.56,1720283.98
35.65,97.74,91.92,0.15,19.18,37.18,6091,1.114,8.5,281.82,0.4733,0.3262,0.0005,8.7147,340.63,353.83,2074795.7,2155185.48
304.01,42.59,77.69,73.57,34.81,39.86,2968,1.002,17.9,572.53,0.6054,0.1357,0.1285,7.996,676.36,720.29,2007445.07,2137821.62
316.51,62.92,77.62,10.94,16.55,13.76,8224,1.027,11.2,498.3,0.7614,0.1558,0.022,9.0149,569.07,553.35,4680036.28,4550732.24
273.17,68.94,131.05,30.47,37.61,15.05,8957,1.064,13.2,556.29,0.615,0.2356,0.0548,9.1003,670.02,687.94,6001390.44,6161848.21
111.73,24.98,129.76,73.3,21.4,20.22,1320,1.052,8.3,381.39,0.3585,0.3402,0.1922,7.1861,434.52,488.7,573571.32,645083.32
317.32,51.45,22.45,29.84,22.43,25.5,9246,1.072,40.8,468.99,0.7863,0.0479,0.0636,9.1321,707.88,710.78,6545079.29,6571847.92
