total_area,pattern_area,num_items,utilization_ratio,aspect_ratio_fabric,aspect_ratio_pattern,density,fabric_length,fabric_width,pattern_length,pattern_width,waste_percentage
133.3815,2.41,34,0.6143,120.981,2.41,0.2549,127.03,1.05,2.41,1.0,37.2
184.0608,0.4984,143,0.3872,65.2143,0.6292,0.7769,109.56,1.68,0.56,0.89,61.41
502.2032,2.075,161,0.6652,63.6014,1.328,0.3206,178.72,2.81,1.66,1.25,31.63
520.4272,1.419,98,0.2672,59.3986,0.5212,0.1883,175.82,2.96,0.86,1.65,72.59
20.6815,0.4575,38,0.8406,11.6917,0.8133,1.8374,15.55,1.33,0.61,0.75,15.63
238.667,2.6304,38,0.4188,29.1783,1.4015,0.1592,83.45,2.86,1.92,1.37,56.29
378.5599,0.3731,478,0.4711,51.5461,2.2195,1.2627,139.69,2.71,0.91,0.41,52.13
178.9308,2.6108,49,0.715,93.9565,1.7541,0.2738,129.66,1.38,2.14,1.22,29.06
261.984,0.559,259,0.5526,102.3375,8.2692,0.9886,163.74,1.6,2.15,0.26,45.49
196.764,0.7425,237,0.8943,24.2246,6.8182,1.2045,69.04,2.85,2.25,0.33,12.31
368.469,2.3353,87,0.5514,50.5444,1.595,0.2361,136.47,2.7,1.93,1.21,45.04
22.4108,0.3408,31,0.4714,6.9944,5.9167,1.3833,12.52,1.79,1.42,0.24,51.02
186.3464,2.7604,49,0.7259,39.211,1.5373,0.263,85.48,2.18,2.06,1.34,26.95
128.4146,3.6015,23,0.6451,40.0782,1.6667,0.1791,71.74,1.79,2.45,1.47,34.14
123.1489,0.9204,54,0.4036,47.5093,0.3782,0.4385,76.49,1.61,0.59,1.56,61.54
126.8048,0.29,382,0.8736,47.1463,1.16,3.0125,77.32,1.64,0.58,0.5,13.46
115.0254,0.5069,164,0.7227,35.8994,0.2701,1.4258,64.26,1.79,0.37,1.37,26.58
94.5152,1.1152,59,0.6962,46.8732,0.6029,0.6242,66.56,1.42,0.82,1.36,30.51
121.3728,3.1571,28,0.7283,16.7732,1.8397,0.2307,45.12,2.69,2.41,1.31,27.55
33.1326,2.2022,9,0.5982,5.8987,1.0769,0.2716,13.98,2.37,1.54,1.43,39.8
390.2373,0.46,530,0.6247,86.0141,7.36,1.3581,183.21,2.13,1.84,0.25,39.35
284.3682,0.6399,360,0.8101,93.9253,0.9753,1.266,163.43,1.74,0.79,0.81,18.45
159.696,0.354,182,0.4034,27.725,8.85,1.1397,66.54,2.4,1.77,0.2,60.43
306.776,0.6864,315,0.7048,127.6903,0.6346,1.0268,197.92,1.55,0.66,1.04,28.84
146.4749,2.2572,38,0.5856,71.6294,2.303,0.2594,102.43,1.43,2.28,0.99,40.02
128.846,2.3316,27,0.4886,24.3565,0.7701,0.2096,56.02,2.3,1.34,1.74,49.96
284.962,2.9406,85,0.8771,78.9368,1.0296,0.2983,149.98,1.9,1.74,1.69,13.08
108.06,2.4725,19,0.4347,75.0417,1.8696,0.1758,90.05,1.2,2.15,1.15,55.94
79.2423,1.491,31,0.5833,13.4198,0.7394,0.3912,32.61,2.43,1.05,1.42,40.21
207.1969,1.0044,167,0.8095,74.2934,0.3827,0.806,124.07,1.67,0.62,1.6199999999999999,17.84
258.0176,1.8648,41,0.2963,150.3511,1.1746,0.1589,196.96,1.31,1.48,1.26,70.78
45.8466,0.7738,34,0.5739,27.5504,0.6887,0.7416,35.54,1.29,0.73,1.06,40.92
181.6365,0.9996,126,0.6934,27.9333,5.6667,0.6937,71.23,2.55,2.38,0.42,32.04
181.5072,0.9849,68,0.369,20.7162,4.102,0.3746,61.32,2.96,2.01,0.49,62.2
331.6621,1.5397,85,0.3946,75.9282,0.5145,0.2563,158.69,2.09,0.89,1.73,60.09
191.2242,1.098,134,0.7694,24.0461,0.7377,0.7007,67.81,2.82,0.9,1.22,21.7
46.652,0.2744,139,0.8176,9.8165,3.5,2.9795,21.4,2.18,0.98,0.28,17.35
11.4742,0.7644,10,0.6662,10.8155,0.7959,0.8715,11.14,1.03,0.78,0.98,33.06
80.3412,1.352,34,0.5722,27.157,3.2,0.4232,46.71,1.72,2.08,0.65,42.9
470.8575,1.9032,73,0.2951,72.4118,1.7596,0.155,184.65,2.55,1.83,1.04,69.02
85.1514,0.588,97,0.6698,11.018,1.2,1.1391,30.63,2.78,0.84,0.7,33.82
169.8531,2.542,20,0.2993,53.0112,1.6532,0.1177,94.89,1.79,2.05,1.24,71.09
440.5,2.408,54,0.2952,70.48,0.814,0.1226,176.2,2.5,1.4,1.72,69.44
60.031,0.9047,28,0.422,20.0578,0.7615,0.4664,34.7,1.73,0.83,1.09,57.87
36.1452,2.079,11,0.6327,10.9121,1.1407,0.3043,19.86,1.82,1.54,1.35,36.67
27.4274,1.166,15,0.6377,3.3531,3.8545,0.5469,9.59,2.86,2.12,0.55,37.3
130.0871,0.5476,69,0.2905,88.8512,1.0,0.5304,107.51,1.21,0.74,0.74,72.24
283.9971,1.309,98,0.4517,50.5612,0.4529,0.3451,119.83,2.37,0.77,1.7,53.4
218.3236,0.4838,265,0.5872,39.1992,0.7195,1.2138,92.51,2.36,0.59,0.82,40.18
99.0315,0.2349,277,0.657,11.3797,3.2222,2.7971,33.57,2.95,0.87,0.27,36.05
253.3815,0.6409,265,0.6703,135.0,7.6207,1.0459,184.95,1.37,2.21,0.29,32.88
35.5663,2.162,7,0.4255,7.553,2.4468,0.1968,16.39,2.17,2.3,0.94,57.84
140.6172,0.9752,91,0.6311,110.1239,1.1522,0.6471,124.44,1.13,1.06,0.92,36.09
378.0855,2.6727,42,0.2969,47.8826,0.8531,0.1111,134.55,2.81,1.51,1.77,71.73
22.2156,1.212,18,0.982,5.3382,1.1881,0.8102,10.89,2.04,1.2,1.01,1.38
258.5472,0.8385,225,0.7297,70.1354,4.5349,0.8702,134.66,1.92,1.95,0.43,27.58
316.0134,3.1624,74,0.7405,120.4136,1.7612,0.2342,195.07,1.62,2.36,1.34,26.32
313.0193,1.608,142,0.7295,71.6603,2.5125,0.4536,149.77,2.09,2.01,0.8,28.34
206.0721,0.6364,137,0.4231,150.5385,1.1622,0.6648,176.13,1.17,0.86,0.74,55.7
225.776,0.9728,159,0.6851,53.2039,0.4211,0.7042,109.6,2.06,0.64,1.52,33.0
112.046,2.8304,11,0.2779,76.5289,2.1034,0.0982,92.6,1.21,2.44,1.16,70.74
164.4685,1.065,92,0.5957,27.4,1.8933,0.5594,67.13,2.45,1.42,0.75,41.23
242.2029,3.649,39,0.5876,61.1608,1.1517,0.161,121.71,1.99,2.05,1.78,42.03
391.3002,3.0369,81,0.6286,72.0773,1.2013,0.207,167.94,2.33,1.91,1.59,38.2
47.7972,0.308,58,0.3737,10.5352,1.925,1.2135,22.44,2.13,0.77,0.4,63.54
218.6642,0.8091,106,0.3922,102.5822,0.9355,0.4848,149.77,1.46,0.87,0.93,61.68
71.3048,1.1615,31,0.505,18.5612,0.8783,0.4348,36.38,1.96,1.01,1.15,50.65
278.46,1.7689,43,0.2732,50.8547,1.0,0.1544,119.0,2.34,1.33,1.33,70.82
550.863,1.7686,215,0.6903,65.0515,3.2297,0.3903,189.3,2.91,2.39,0.74,31.91
64.7829,3.2636,9,0.4534,8.6923,1.2134,0.1389,23.73,2.73,1.99,1.64,55.35
415.588,0.4346,402,0.4204,90.7477,1.5472,0.9673,194.2,2.14,0.82,0.53,57.24
145.9409,2.176,31,0.4622,82.5038,1.3281,0.2124,109.73,1.33,1.7,1.28,54.37
210.012,1.77,45,0.3793,70.9884,3.1467,0.2143,122.1,1.72,2.36,0.75,61.34
248.14,1.932,84,0.654,107.4013,0.9857,0.3385,163.25,1.52,1.38,1.4,35.3
197.82,0.9288,154,0.7231,31.1508,0.5581,0.7785,78.5,2.52,0.72,1.29,28.75
230.79,1.7568,63,0.4796,117.75,3.3889,0.273,164.85,1.4,2.44,0.72,51.94
30.4328,0.0672,228,0.5035,25.6147,1.5238,7.4919,27.92,1.09,0.32,0.21,51.16
129.941,0.78,135,0.8104,18.3647,0.5417,1.0389,48.85,2.66,0.65,1.2,16.99
180.1818,0.5611,204,0.6353,121.0574,5.8387,1.1322,147.69,1.22,1.81,0.31,37.03
95.1016,1.6146,33,0.5603,83.0654,2.6538,0.347,88.88,1.07,2.07,0.78,45.28
213.1596,2.8826,53,0.7167,32.0233,1.4296,0.2486,82.62,2.58,2.03,1.42,26.96
292.7422,0.2992,350,0.3577,118.7643,2.5882,1.1956,186.46,1.57,0.88,0.34,63.52
102.8295,1.1139,49,0.5308,56.4222,1.7848,0.4765,76.17,1.35,1.41,0.79,48.21
133.17,0.8113,115,0.7006,69.9275,0.4586,0.8636,96.5,1.38,0.61,1.3299999999999998,30.98
90.4554,2.2869,17,0.4298,56.9762,1.562,0.1879,71.79,1.26,1.89,1.21,56.12
114.308,1.133,77,0.7632,61.8015,1.068,0.6736,84.05,1.36,1.1,1.03,25.43
252.5523,0.9945,132,0.5198,61.2857,1.3765,0.5227,124.41,2.03,1.17,0.85,47.79
88.616,0.42,202,0.9574,38.3553,6.72,2.2795,58.3,1.52,1.68,0.25,2.6
168.1596,1.6093,49,0.4689,105.9206,1.0992,0.2914,133.46,1.26,1.33,1.21,55.04
63.6525,0.5845,87,0.7989,14.8551,0.2096,1.3668,30.75,2.07,0.35,1.67,20.14
284.5899,2.669,74,0.694,55.2291,1.0828,0.26,125.37,2.27,1.7,1.57,30.37
187.5192,2.2932,68,0.8316,107.6212,1.6752,0.3626,142.06,1.32,1.96,1.17,15.65
98.9898,3.3972,12,0.4118,11.4524,1.5302,0.1212,33.67,2.94,2.28,1.49,59.03
334.4822,2.5519,42,0.3204,78.8204,1.1192,0.1256,162.37,2.06,1.69,1.51,69.26
364.4494,0.3861,467,0.4947,64.3403,2.5385,1.2814,153.13,2.38,0.99,0.39,50.93
460.2945,0.8712,345,0.653,83.3489,6.7222,0.7495,195.87,2.35,2.42,0.36,34.23
262.6139,0.3666,638,0.8906,106.5414,0.4149,2.4294,167.27,1.57,0.39,0.94,11.03
319.8251,2.1147,99,0.6546,106.8613,1.1955,0.3095,184.87,1.73,1.59,1.33,36.13
124.2384,2.6562,15,0.3207,15.1888,2.0439,0.1207,43.44,2.86,2.33,1.14,66.14
430.776,3.283,72,0.5487,74.7875,1.8284,0.1671,179.49,2.4,2.45,1.34,47.03
144.2804,1.1431,52,0.412,98.5455,2.2676,0.3604,119.24,1.21,1.61,0.71,60.61
15.7605,0.704,20,0.8934,8.9098,0.4297,1.269,11.85,1.33,0.55,1.28,11.95
205.1598,1.5252,89,0.6616,43.1697,0.5671,0.4338,94.11,2.18,0.93,1.64,32.17
180.7432,0.132,871,0.6361,51.1383,1.2121,4.819,96.14,1.88,0.4,0.33,36.5
320.7764,1.3908,177,0.7674,56.6303,2.4079,0.5518,134.78,2.38,1.83,0.76,23.63
341.0995,2.2932,117,0.7866,41.4111,2.3878,0.343,118.85,2.87,2.34,0.98,22.63
270.0348,0.9006,275,0.9172,47.6723,0.693,1.0184,113.46,2.38,0.79,1.14,8.91
6.2712,0.9292,3,0.4445,4.5812,1.0978,0.4784,5.36,1.17,1.01,0.92,54.11
334.8378,1.5444,111,0.512,37.9596,0.8864,0.3315,112.74,2.97,1.17,1.32,49.73
18.618,0.4216,30,0.6793,8.8552,1.0968,1.6113,12.84,1.45,0.68,0.62,31.05
221.551,0.639,220,0.6345,37.8306,7.1,0.993,91.55,2.42,2.13,0.3,38.48
304.407,1.6732,111,0.6101,59.0749,0.5281,0.3646,134.1,2.27,0.94,1.78,37.8
354.38,0.5141,483,0.7007,52.4231,0.5464,1.3629,136.3,2.6,0.53,0.97,31.81
286.0228,1.6836,59,0.3473,74.4541,3.5362,0.2063,145.93,1.96,2.44,0.69,65.28
67.39,1.5744,22,0.514,50.9565,1.7083,0.3265,58.6,1.15,1.64,0.96,48.52
48.6076,0.7548,44,0.6833,6.4745,0.3446,0.9052,17.74,2.74,0.51,1.48,32.28
408.3296,0.5148,425,0.5358,81.3795,10.6364,1.0408,182.29,2.24,2.34,0.22,45.96
247.2804,2.9736,41,0.493,27.8456,0.9492,0.1658,82.98,2.98,1.68,1.77,51.99
70.1756,0.8448,23,0.2769,26.0915,0.9167,0.3277,42.79,1.64,0.88,0.96,71.19
472.6785,0.3618,707,0.5412,54.3153,4.963,1.4957,160.23,2.95,1.34,0.27,47.04
103.656,1.0921,75,0.7902,36.7262,0.411,0.7235,61.7,1.68,0.67,1.63,19.56
225.423,0.6975,203,0.6281,30.9222,3.4444,0.9005,83.49,2.7,1.55,0.45,37.89
53.8002,0.4752,61,0.5388,20.5,0.2292,1.1338,33.21,1.62,0.33,1.44,46.46
338.2038,2.43,64,0.4598,97.7581,1.3333,0.1892,181.83,1.86,1.8,1.35,53.13
243.0684,1.157,105,0.4998,38.5817,0.3652,0.432,96.84,2.51,0.65,1.78,48.19
118.4197,1.08,30,0.2736,42.4611,0.75,0.2533,70.91,1.67,0.9,1.2,71.17
335.7288,3.4719,44,0.455,85.6364,1.3067,0.1311,169.56,1.98,2.13,1.63,55.95
268.088,0.5225,160,0.3118,50.6783,0.5789,0.5968,116.56,2.3,0.55,0.95,68.74
75.866,1.9055,23,0.5777,38.7071,1.7961,0.3032,54.19,1.4,1.85,1.03,41.11
107.1,2.392,25,0.5584,33.0556,1.8087,0.2334,59.5,1.8,2.08,1.15,43.76
190.65,0.996,172,0.8986,122.016,0.6917,0.9022,152.52,1.25,0.83,1.2,10.42
357.3501,1.2903,194,0.7005,78.7653,2.7101,0.5429,167.77,2.13,1.87,0.69,29.01
177.1692,1.225,46,0.3181,72.8013,2.5,0.2596,113.57,1.56,1.75,0.7,68.77
43.1034,0.7139,33,0.5466,10.8844,2.0508,0.7656,21.66,1.99,1.21,0.59,46.39
271.184,2.13,33,0.2592,93.8353,1.0563,0.1217,159.52,1.7,1.5,1.42,74.54
91.4797,2.0043,25,0.5477,32.0296,0.8562,0.2733,54.13,1.69,1.31,1.53,47.12
111.664,1.92,25,0.4299,43.6187,2.0833,0.2239,69.79,1.6,2.0,0.96,57.4
95.3952,2.3664,32,0.7938,18.3509,1.7586,0.3354,41.84,2.28,2.04,1.16,21.98
213.3279,0.3712,198,0.3445,91.1307,0.9062,0.9281,139.43,1.53,0.58,0.64,63.83
133.225,1.5326,44,0.5062,85.264,2.4557,0.3303,106.58,1.25,1.94,0.79,49.57
66.156,0.9688,48,0.7029,13.4234,3.0893,0.7256,29.8,2.22,1.73,0.56,30.61
65.5758,0.5675,107,0.926,63.0294,9.08,1.6317,64.29,1.02,2.27,0.25,5.93
381.4294,2.4592,98,0.6318,48.306,2.1887,0.2569,135.74,2.81,2.32,1.06,37.78
58.22,0.2625,158,0.7124,13.8537,0.4667,2.7138,28.4,2.05,0.35,0.75,28.63
574.258,2.4311,117,0.4953,68.2828,1.0662,0.2037,198.02,2.9,1.61,1.51,50.02
21.9425,0.375,16,0.2734,12.7863,1.5,0.7292,16.75,1.31,0.75,0.5,73.37
149.625,1.51,60,0.6055,135.7143,1.51,0.401,142.5,1.05,1.51,1.0,40.02
8.6875,0.6721,3,0.2321,4.4964,3.0426,0.3453,6.25,1.39,1.43,0.47,75.34
162.0762,1.748,62,0.6687,19.8147,1.3217,0.3825,56.67,2.86,1.52,1.15,31.55
271.2288,2.0398,82,0.6167,52.1754,2.3085,0.3023,118.96,2.28,2.17,0.94,37.81
396.362,0.8094,243,0.4962,45.5458,1.6056,0.6131,134.36,2.95,1.14,0.71,49.82
246.642,2.924,28,0.3319,72.0649,1.0118,0.1135,133.32,1.85,1.72,1.7,65.37
304.9786,0.589,256,0.4944,81.8756,4.0789,0.8394,158.02,1.93,1.55,0.38,48.97
122.402,1.1745,64,0.6141,62.45,0.6444,0.5229,87.43,1.4,0.87,1.3499999999999999,38.45
314.766,1.0797,194,0.6655,97.15,2.9016,0.6163,174.87,1.8,1.77,0.61,35.39
34.788,0.966,29,0.8053,24.1583,0.7304,0.8336,28.99,1.2,0.84,1.15,17.5
67.06,1.08,30,0.4831,67.06,1.6875,0.4474,67.06,1.0,1.35,0.8,50.39
329.3872,1.184,254,0.913,51.0551,0.5405,0.7711,129.68,2.54,0.8,1.48,10.25
82.156,0.9006,26,0.285,22.7579,0.3608,0.3165,43.24,1.9,0.57,1.58,70.63
118.5084,1.6377,53,0.7324,101.6019,1.5437,0.4472,109.73,1.08,1.59,1.03,25.87
16.9,1.9503,3,0.3462,15.625,1.9899,0.1775,16.25,1.04,1.97,0.99,66.5
42.4032,1.1342,14,0.3745,33.8036,0.9907,0.3302,37.86,1.12,1.06,1.07,62.77
155.3188,1.656,28,0.2985,46.8901,2.0444,0.1803,85.34,1.82,1.84,0.9,68.97
29.4736,0.6272,17,0.3618,6.8125,2.0,0.5768,14.17,2.08,1.12,0.56,64.1
228.653,1.6214,57,0.4042,30.4562,0.903,0.2493,83.45,2.74,1.21,1.34,58.57
198.5557,1.9834,55,0.5494,112.2481,2.2447,0.277,149.29,1.33,2.11,0.94,46.05
477.1052,0.2808,971,0.5715,78.2024,1.0385,2.0352,193.16,2.47,0.54,0.52,43.51
427.9564,0.7654,192,0.3434,64.7938,0.9663,0.4486,166.52,2.57,0.86,0.89,63.88
61.4634,1.2285,22,0.4397,19.3989,2.9077,0.3579,34.53,1.78,1.89,0.65,54.15
317.4392,0.4484,485,0.6851,46.2443,3.1053,1.5279,121.16,2.62,1.18,0.38,32.84
146.3202,1.0989,122,0.9162,29.6892,0.8919,0.8338,65.91,2.22,0.99,1.11,8.73
550.1322,0.4875,976,0.8649,70.6738,1.1538,1.7741,197.18,2.79,0.75,0.65,13.99
425.2465,2.8728,134,0.9053,70.8449,1.8095,0.3151,173.57,2.45,2.28,1.26,11.05
188.5194,3.1122,42,0.6934,71.8333,1.7594,0.2228,116.37,1.62,2.34,1.33,29.74
229.9304,2.2468,43,0.4202,32.4962,0.8354,0.187,86.44,2.66,1.37,1.64,58.23
125.7336,0.4422,235,0.8265,26.9491,1.0152,1.869,58.21,2.16,0.67,0.66,15.45
201.324,0.4687,260,0.6053,154.9123,0.3945,1.2915,176.6,1.14,0.43,1.0899999999999999,37.73
110.3848,0.6902,46,0.2876,71.7903,0.4874,0.4167,89.02,1.24,0.58,1.19,73.1
158.2272,0.6962,129,0.5676,104.5854,0.5,0.8153,128.64,1.23,0.59,1.18,43.98
123.177,0.6783,93,0.5121,94.7807,2.6078,0.755,108.05,1.14,1.33,0.51,47.96
116.6076,1.0064,33,0.2848,34.8197,0.4595,0.283,63.72,1.83,0.68,1.48,72.72
552.7196,3.8868,113,0.7946,71.518,1.557,0.2044,198.82,2.78,2.46,1.58,18.8
547.4412,1.8923,87,0.3007,63.7679,0.8523,0.1589,186.84,2.93,1.27,1.49,68.28
153.9146,0.5576,103,0.3731,30.9507,0.2073,0.6692,69.02,2.23,0.34,1.64,61.39
196.8668,0.4601,260,0.6076,40.3077,0.4019,1.3207,89.08,2.21,0.43,1.07,38.85
30.9418,0.1333,86,0.3705,15.3451,1.3871,2.7794,21.79,1.42,0.43,0.31,62.63
267.1669,2.6999,69,0.6973,108.3885,1.5263,0.2583,170.17,1.57,2.03,1.33,31.0
368.9228,1.2495,127,0.4301,63.5187,1.7294,0.3442,153.08,2.41,1.47,0.85,55.7
315.588,2.7219,27,0.2329,71.5619,1.6357,0.0856,150.28,2.1,2.11,1.29,77.17
144.1152,3.948,31,0.8492,39.0938,1.3988,0.2151,75.06,1.92,2.35,1.68,16.96
53.4456,1.3137,14,0.3441,21.9615,0.5762,0.2619,34.26,1.56,0.87,1.51,67.01
388.4034,2.5283,68,0.4426,44.9354,1.4733,0.1751,132.11,2.94,1.93,1.31,57.61
340.136,1.7184,112,0.5658,80.9366,1.8646,0.3293,165.92,2.05,1.79,0.96,42.98
316.2005,0.1624,697,0.358,86.6754,2.0714,2.2043,165.55,1.91,0.58,0.28,65.26
416.4667,0.3306,683,0.5422,68.2632,0.4368,1.64,168.61,2.47,0.38,0.87,45.3
124.372,0.7956,125,0.7996,43.0353,0.3399,1.005,73.16,1.7,0.52,1.53,19.92
235.7944,3.6328,60,0.9244,40.5975,1.5724,0.2545,97.84,2.41,2.39,1.52,5.64
44.375,1.02,19,0.4367,28.4,0.7083,0.4282,35.5,1.25,0.85,1.2,57.88
34.9011,0.3381,78,0.7556,25.4957,0.7101,2.2349,29.83,1.17,0.49,0.69,24.11
310.3347,0.8648,178,0.496,108.6568,1.0217,0.5736,183.63,1.69,0.94,0.92,52.07
309.5855,1.1115,161,0.578,79.7716,1.2316,0.5201,157.15,1.97,1.17,0.95,44.2
134.7375,2.2968,43,0.733,86.232,1.7069,0.3191,107.79,1.25,1.98,1.16,25.29
310.4157,0.295,790,0.7508,122.7862,0.8475,2.545,195.23,1.59,0.5,0.59,26.04
279.888,0.6195,163,0.3608,35.7,0.5619,0.5824,99.96,2.8,0.59,1.05,63.46
209.4237,0.6873,234,0.768,169.973,1.1013,1.1174,188.67,1.11,0.87,0.79,24.78
45.5988,0.3486,87,0.6651,20.8176,1.9762,1.9079,30.81,1.48,0.83,0.42,31.83
227.8888,0.0744,1541,0.5031,35.3228,1.2917,6.7621,89.72,2.54,0.31,0.24,48.7
184.7511,0.35,359,0.6801,174.1456,2.8571,1.9432,179.37,1.03,1.0,0.35,33.57
194.4888,1.5664,84,0.6765,27.9053,0.4944,0.4319,73.67,2.64,0.88,1.78,30.56
212.6166,1.8256,26,0.2232,45.1521,0.6871,0.1223,97.98,2.17,1.12,1.63,79.4
279.1281,0.3456,593,0.7342,48.8661,0.6667,2.1245,116.79,2.39,0.48,0.72,25.62
62.6076,2.5652,7,0.2868,15.9697,2.283,0.1118,31.62,1.98,2.42,1.06,71.6
9.4734,0.5123,15,0.8112,7.2895,0.4312,1.5834,8.31,1.14,0.47,1.0899999999999999,18.97
341.067,0.2964,679,0.5901,64.4739,0.4872,1.9908,148.29,2.3,0.38,0.78,40.3
180.4755,1.4527,64,0.5152,32.1308,2.726,0.3546,76.15,2.37,1.99,0.73,48.21
426.8792,2.1275,85,0.4236,58.1255,1.6087,0.1991,157.52,2.71,1.85,1.15,58.91
300.9825,0.3956,319,0.4193,98.28,0.5349,1.0599,171.99,1.75,0.46,0.86,59.36
82.8688,1.344,17,0.2757,21.5714,0.9333,0.2051,42.28,1.96,1.12,1.2,74.1
8.512,1.75,1,0.2056,4.812,1.75,0.1175,6.4,1.33,1.75,1.0,80
164.296,0.546,133,0.442,135.7818,0.4952,0.8095,149.36,1.1,0.52,1.05,54.26
141.6468,1.1457,39,0.3154,23.4065,3.5263,0.2753,57.58,2.46,2.01,0.57,67.51
224.6308,1.278,74,0.421,83.5183,2.5352,0.3294,136.97,1.64,1.8,0.71,59.6
391.0749,2.376,149,0.9053,46.1821,1.1458,0.381,134.39,2.91,1.65,1.44,8.05
31.097,1.6714,15,0.8062,4.7082,0.8905,0.4824,12.1,2.57,1.22,1.37,18.18
152.274,0.9443,39,0.2419,100.6504,1.8732,0.2561,123.8,1.23,1.33,0.71,74.37
83.923,0.092,650,0.7126,47.4436,1.7391,7.7452,63.1,1.33,0.4,0.23,28.42
120.1764,0.4998,97,0.4034,28.8775,11.3333,0.8071,58.91,2.04,2.38,0.21,60.9
483.7248,1.0927,336,0.759,79.2874,4.551,0.6946,195.84,2.47,2.23,0.49,24.48
132.057,1.5136,69,0.7909,18.1148,2.0465,0.5225,48.91,2.7,1.76,0.86,20.69
454.9584,3.8304,72,0.6062,59.7246,1.3099,0.1583,164.84,2.76,2.24,1.71,37.82
160.706,0.6345,85,0.3356,81.9929,0.3481,0.5289,114.79,1.4,0.47,1.3499999999999999,67.75
170.2134,2.4402,52,0.7455,58.2105,0.8855,0.3055,99.54,1.71,1.47,1.66,23.82
82.6448,2.6316,19,0.605,23.383,0.8895,0.2299,43.96,1.88,1.53,1.72,37.82
341.1636,1.0431,250,0.7644,44.7862,0.3567,0.7328,123.61,2.76,0.61,1.71,25.01
115.4688,1.9332,19,0.3181,13.6357,0.6034,0.1645,39.68,2.91,1.08,1.79,69.73
439.3971,0.7,246,0.3919,56.448,4.375,0.5599,157.49,2.79,1.75,0.4,62.18
112.1424,0.9555,32,0.2727,33.4863,3.9796,0.2854,61.28,1.83,1.95,0.49,74.33
17.04,1.1011,4,0.2585,11.8333,1.8571,0.2347,14.2,1.2,1.43,0.77,73.92
53.7536,2.3598,7,0.3073,10.4317,1.8158,0.1302,23.68,2.27,2.07,1.14,69.11
198.2292,0.988,125,0.623,81.4551,0.9135,0.6306,127.07,1.56,0.95,1.04,37.26
275.3358,2.7189,68,0.6715,79.586,1.0755,0.247,148.03,1.86,1.71,1.59,31.9
77.256,2.0125,30,0.7815,53.65,1.5217,0.3883,64.38,1.2,1.75,1.15,21.61
157.2376,0.5688,116,0.4196,145.375,9.875,0.7377,151.19,1.04,2.37,0.24,56.76
134.757,2.592,23,0.4424,37.7249,0.9877,0.1707,71.3,1.89,1.6,1.62,55.82
54.0988,2.7625,16,0.817,28.0,1.768,0.2958,38.92,1.39,2.21,1.25,18.4
546.3909,1.2483,147,0.3358,61.9428,2.3425,0.269,183.97,2.97,1.71,0.73,67.13
217.4367,2.3912,52,0.5719,134.811,1.6066,0.2392,171.21,1.27,1.96,1.22,41.07
144.8748,1.02,93,0.6548,22.8135,4.08,0.6419,57.49,2.52,2.04,0.5,32.55
81.0404,1.9043,27,0.6345,19.0971,0.9856,0.3332,39.34,2.06,1.37,1.39,37.57
28.689,0.4216,49,0.7201,4.1794,0.9118,1.708,10.95,2.62,0.62,0.68,29.38
205.4304,2.0625,80,0.8032,32.3492,0.7576,0.3894,81.52,2.52,1.25,1.65,18.27
135.2169,2.567,46,0.8733,47.3432,1.1258,0.3402,80.01,1.69,1.7,1.51,14.42
347.931,1.024,297,0.8741,86.1194,2.5,0.8536,173.1,2.01,1.6,0.64,12.88
144.0672,0.867,124,0.7462,86.5736,0.8333,0.8607,111.68,1.29,0.85,1.02,24.73
36.6945,0.3944,78,0.8384,5.6431,1.1724,2.1257,14.39,2.55,0.68,0.58,17.39
368.004,0.423,386,0.4437,96.7795,1.9149,1.0489,188.72,1.95,0.9,0.47,56.24
142.3782,1.3041,55,0.5038,51.6687,0.5031,0.3863,85.77,1.66,0.81,1.6099999999999999,48.09
130.3906,0.286,125,0.2742,116.0472,5.9091,0.9587,123.01,1.06,1.3,0.22,72.39
299.1645,0.6656,272,0.6052,102.3099,2.4615,0.9092,174.95,1.71,1.28,0.52,37.57
177.6984,2.5437,37,0.5296,39.5377,1.3165,0.2082,83.82,2.12,1.83,1.39,46.17
23.1822,1.4544,6,0.3764,20.6321,1.4257,0.2588,21.87,1.06,1.44,1.01,62.31
403.1924,0.3,1065,0.7924,82.552,1.2,2.6414,182.44,2.21,0.6,0.5,20.39
377.9221,0.4128,342,0.3736,84.8863,0.2481,0.9049,179.11,2.11,0.32,1.29,60.79
54.4844,0.36,93,0.6145,11.8972,0.25,1.7069,25.46,2.14,0.3,1.2,39.74
248.7576,0.2599,472,0.4931,134.4926,4.913,1.8974,182.91,1.36,1.13,0.23,52.15
520.1118,1.1988,288,0.6638,66.8172,1.8272,0.5537,186.42,2.79,1.48,0.81,34.49
75.7015,2.8208,10,0.3726,16.3767,0.9535,0.1321,35.21,2.15,1.64,1.72,64.15
32.35,1.254,9,0.3489,32.35,1.3895,0.2782,32.35,1.0,1.32,0.95,63.9
496.8684,1.6376,86,0.2834,78.2421,1.9348,0.1731,197.17,2.52,1.78,0.92,70.55
48.1572,0.4536,58,0.5463,19.7885,0.875,1.2044,30.87,1.56,0.63,0.72,44.18
38.1123,0.6664,28,0.4896,19.1702,8.5,0.7347,27.03,1.41,2.38,0.28,51.08
214.2367,1.5743,35,0.2572,167.7788,1.9011,0.1634,189.59,1.13,1.73,0.91,72.33
